1025	1272
1458	1510
1873	2111
6571	6672
9648	9767
50345	50567
51062	51259
51363	51487
53326	53548
54043	54240
54344	54468
68337	69884
73456	73950
74073	74142
74240	74297
74383	74425
74509	74585
74785	74902
75596	75780
75858	76779
76880	76975
77145	77281
77475	77625
78038	78646
79090	79176
80179	80180
80606	80690
80856	80957
82245	82988
83786	83995
84085	84375
84450	84718
84836	85088
85444	85553
85642	85732
85821	85877
85965	86012
86097	86147
86234	86277
86351	86414
86512	86601
86748	86839
86923	87004
87121	87206
87286	87395
87467	87559
87630	87694
87761	87904
87998	88027
88847	89308
89437	89547
89649	89801
89897	89956
90046	90351
90671	90819
90899	90968
91102	91305
91655	91849
92057	92329
92404	92571
92709	92839
92925	93084
93201	93389
93529	93624
93709	93933
94028	94115
94187	94347
94495	94635
95006	95645
95749	95858
95954	96223
96336	96491
100556	101146
102364	102711
102788	102917
102999	103288
103362	103543
103623	103842
103926	103944
104033	104293
104362	104462
105572	105760
107182	108114
108209	108268
115023	116323
116435	117296
118385	118532
118636	118887
118967	119075
119153	119219
119509	120188
120264	121734
123301	123390
123483	123581
123671	123755
123854	123923
124065	124125
124216	124269
124551	124707
124811	124907
125274	125383
125592	125698
125876	125986
126088	126213
128440	128594
128706	128775
128863	128992
129083	129132
132943	133158
133258	133360
133455	133534
133773	133830
133923	134020
134091	134264
135494	135717
135996	136087
136170	136255
136623	136851
136938	137164
137253	137504
139457	139650
139916	139940
140010	140102
140200	140381
140546	140615
140712	140780
140861	140937
141030	141171
141255	141295
141377	141523
141608	142039
142126	142141
142610	142789
142874	142954
143030	143230
143408	143479
143564	143809
145676	145737
145836	145921
145992	146048
146117	146205
146277	146353
146472	146489
146602	146714
146856	146944
147028	147114
147208	147288
147370	147513
147612	147780
147866	147954
148053	148133
148207	148374
148454	148516
148611	148784
149192	149989
151221	151691
152481	152642
154487	154500
154677	154983
155061	155145
155240	155452
155621	155841
155940	156071
156384	156660
156760	156961
157050	157182
157279	157429
157509	157699
157806	158063
158417	158674
158761	159174
159275	159697
159771	159957
160042	160203
160364	160755
164014	164187
164293	164709
165012	165068
165332	165428
165512	165579
165652	165828
165915	166067
166200	166283
166491	166637
166723	166856
166935	167071
167160	167209
167931	168479
168791	169549
171098	171343
172256	172976
173125	174137
174315	174434
174760	175080
175209	176372
180478	180544
180649	180725
180820	180977
181355	181440
181580	181847
182017	183199
187798	188056
189398	189477
189598	189788
190072	190369
193950	194042
194127	194699
194820	194903
195009	195167
195374	195517
195594	195746
195882	195953
196157	196390
196492	196581
196699	196780
197046	197209
197448	197682
197886	197998
198082	198567
198643	198778
198856	198926
199024	199056
199722	199956
200039	200146
200229	200308
200411	200548
200637	200792
200948	201097
201184	201243
201361	201488
201605	202010
206136	206252
206329	206441
206522	206648
206736	206831
206904	206972
207052	207186
207259	207327
207404	207447
207536	207695
208034	208198
208436	208520
208623	208856
208994	209085
209200	209242
209336	209493
209591	209701
209791	209859
209959	210102
210302	210376
210455	210631
210728	210813
210917	210971
211065	211190
211289	211402
211492	211611
211700	211765
212215	212306
212411	212478
212640	212756
212841	212961
213054	213129
213225	213321
213455	213546
213639	213783
213952	214046
214157	214435
216980	217357
217925	217994
218196	218263
218376	218464
218554	218751
218926	219130
219258	219425
219564	219731
219812	220002
220173	220341
221316	221370
221466	221587
221667	221727
222077	222145
222225	222343
222466	222613
222711	222855
222954	223040
223142	223187
224470	224793
225226	225293
225502	225846
225919	225997
228926	229237
230752	232506
235992	236178
236613	236881
239815	240001
240081	240349
242297	242629
242733	242828
243120	243233
249687	249774
249860	249924
250017	250181
250392	250720
250806	250976
251060	251179
251255	251290
251371	251451
251544	251649
251744	251806
255581	257344
265181	265756
266675	266937
267035	267171
267255	267379
268975	269064
269169	269238
269324	269421
269500	269638
269745	269872
269969	270061
270156	270206
270356	270421
270511	270576
270662	270742
270834	270914
271007	271183
271283	271361
271476	271591
271976	272356
274124	274792
278204	278536
278600	278836
278918	279226
279541	279706
279804	279831
279936	281189
281898	281955
283085	283104
283212	283270
283360	283409
283618	283766
283842	284034
284851	285084
285167	285445
285531	286394
290973	290983
291156	291287
291773	292496
295455	295556
296889	297032
297124	297252
297347	297430
297526	297631
297733	297818
306597	306918
307056	307465
307561	308427
309144	309308
309472	309759
309861	309929
310009	310137
310225	310386
310564	310684
310766	310881
311007	311072
311164	311245
311332	311423
311515	311622
311740	311826
311992	312086
312184	312326
312421	312449
312533	312652
312738	312827
313014	313079
313197	313310
313410	313499
315704	316771
317193	317318
317524	317613
317701	317769
317856	318035
318185	318332
318611	319242
319531	319575
319912	320016
320988	321056
321157	321274
321371	321444
321541	321677
321773	321836
322005	322070
322161	322230
322373	322477
322681	322822
322934	323030
323153	323845
324499	325001
325071	325190
325265	325403
326136	327815
328351	328612
328783	328868
329491	329556
329649	329819
329918	330088
330188	330343
330452	330598
330723	330794
330891	331415
331509	331702
331809	331848
332249	332788
333041	333149
333234	333389
333468	333872
333956	334032
334113	334514
334775	335072
335448	335562
335654	335739
