3760	3913
3996	4276
4486	4605
4706	5095
5174	5326
5439	5630
6915	7069
7157	7232
7384	7450
7564	7649
7762	7835
7942	7987
8236	8325
8417	8464
8571	8666
11864	12354
12424	12940
23519	24451
24542	24655
24752	24962
25041	25435
25524	25743
25825	25997
26081	26203
26292	26452
26543	26776
26862	27012
27099	27281
27372	27533
27618	27713
27803	28431
28708	28805
28890	29080
29160	30065
30147	30311
30410	30816
30902	31079
31382	31424
31521	31602
31693	31813
31933	31998
32088	32195
32282	32347
32431	32459
32547	32670
33992	34327
34401	35474
35567	35647
35730	35999
36090	36171
36624	36685
36810	36836
38898	39054
39136	39287
39409	39814
40213	40329
40473	40535
40675	40877
45503	45559
45646	45954
46044	46145
46376	46789
47705	47982
48075	48852
48936	49166
50284	50337
50419	50631
50883	50954
52239	52346
52434	52730
52938	53183
53484	53624
53703	54494
57392	58978
61905	61949
62050	62124
63557	63811
64398	64475
64582	64656
64751	64807
64901	65017
65110	65217
65331	65456
65563	65652
65739	65864
66107	66160
66262	66342
66450	66557
66678	66749
66835	66897
67324	67512
70115	70285
70840	70968
71041	71721
71942	71998
72583	72669
73087	73163
73287	73395
73488	73740
73822	73883
74105	74250
74338	74443
75633	76556
83045	83671
83884	84879
86715	87162
87880	88145
88977	89081
89173	89263
89405	89529
92270	92501
92569	92933
93045	93171
93271	94281
94357	95075
95160	95552
96064	96157
96554	97242
97620	97805
98457	98605
98908	99046
100683	101678
104731	105309
109595	111367
112290	113195
113279	113905
114299	114433
114619	115296
117065	118522
119429	119854
120221	120946
121582	123495
123579	123669
123785	123897
123992	124123
124211	124394
124499	124632
124714	124818
124921	125022
125134	125226
125329	125655
125742	125843
125936	125998
126076	126589
126686	126840
126935	127453
127532	127573
127651	127782
127868	127935
128028	128312
128479	128551
128968	129060
129853	129914
130039	130099
130736	130858
132414	132744
132824	133218
133303	133539
133641	133752
133911	134206
134289	134501
134582	135104
135188	135216
136732	136816
136935	137758
137848	137970
138722	138778
138875	138914
138989	139114
139203	139345
139488	139568
142138	142281
142424	142639
142711	142914
143773	143824
143934	143977
144064	144109
144193	144227
144315	144351
144447	144559
144927	145004
145132	145207
145345	145400
147267	147333
147452	147567
148319	149812
151158	151298
151393	151731
151932	152002
152086	152149
153113	154198
154566	156020
156953	157756
157829	158112
158254	158536
159935	159992
160079	160302
160418	160478
160568	162219
164105	165517
166853	166871
167014	167798
169115	169257
169347	169509
169600	169710
169806	169993
170071	170162
170266	170313
170412	170507
170622	170760
170851	171154
172295	172544
172621	172826
175862	176032
176207	176338
176592	176752
177025	178051
180401	180852
181347	181422
182061	182066
185260	186009
186340	186573
187235	187822
188011	188176
188284	188414
188529	189320
189417	189464
189562	189675
189765	189836
190596	190828
190941	190998
191138	191258
191341	191475
191579	191692
191780	191895
192640	193071
193351	193662
195980	196542
197115	197219
197300	197422
197501	197671
197775	197904
197974	198183
198267	198383
200526	201575
202345	202508
202782	202911
202991	203128
203267	203599
203760	203943
204029	204189
205083	205949
206692	207243
207325	207435
209161	209608
209764	209866
209950	210144
210385	210619
211052	211379
211474	211717
211855	212573
212671	212810
214229	214406
214480	214582
214697	214897
215317	215554
215633	215960
216044	216293
216414	217090
217165	217304
219200	219621
219752	220994
221950	222359
222622	223096
223551	223866
223945	224255
225986	226081
226171	226311
226396	226691
226849	227176
229206	229343
229429	229724
229829	229934
230349	230459
230559	230675
231164	231655
231784	231852
233188	233297
233387	233470
233548	233618
234250	234392
234529	234621
234935	234988
235198	235360
235718	235752
235845	236027
236145	236296
236429	236548
236673	236784
236865	237023
237504	237647
240057	240242
240352	240672
240744	240892
240965	241226
241306	241443
241539	241719
241805	241909
241983	242113
242214	242290
242449	242608
242943	243128
243336	243746
244035	244182
244257	244361
244505	244635
244770	244873
245151	245163
246411	246608
246731	246853
246949	247078
247167	247268
247362	247492
247577	247680
248191	248329
249242	249306
249543	249693
249774	249930
250014	250151
250536	250588
250669	250863
251004	251066
251143	251184
251260	251316
251399	251440
251539	251594
251680	251827
251922	252006
252121	252221
252947	253457
253531	253679
253775	253874
253954	254495
259495	259614
259690	260034
260118	260417
260508	260582
260670	260824
260921	261037
261129	261474
262950	262965
263047	263139
263232	263299
263369	263444
263526	263572
263645	263770
263857	263934
264073	264160
264280	264392
264520	264582
264657	264712
264797	264901
265021	265077
265336	265437
265578	265626
265777	265845
265952	266029
266517	266724
267293	267504
268471	268630
268717	268994
269083	269514
270016	270090
270622	270735
271002	271289
271379	271433
271541	271872
272111	272362
272445	272555
272651	272983
273064	273149
273234	273339
273429	273562
273653	273788
273863	273922
275528	275530
275632	275897
275973	276126
276640	276793
276870	276989
277077	277153
277232	277401
277493	277606
277717	277863
277947	278252
278316	278487
278759	278809
278887	279088
279166	279240
279327	279425
279536	279576
279797	279910
279974	280088
280180	280370
280449	280568
280657	280737
280889	281121
281309	281348
281438	281536
